loan_percent_income,loan_grade,person_income,person_home_ownership,loan_int_rate,loan_status
0.09,A,58296,RENT,6.17,0
0.09,C,58380,RENT,12.29,0
0.09,C,45000,MORTGAGE,14.35,0
0.09,A,58800,RENT,7.29,0
0.09,D,58800,RENT,14.84,0
0.09,D,52880,RENT,14.59,1
0.4,A,45000,MORTGAGE,7.88,0
0.08,A,58979,RENT,9.32,0
0.09,D,53000,RENT,15.95,1
0.08,B,59317,RENT,11.48,0
0.08,B,59800,RENT,11.36,0
0.03,A,45000,MORTGAGE,,0
0.33,B,45000,MORTGAGE,11.36,0
0.11,A,45000,MORTGAGE,6.76,0
0.03,A,45000,MORTGAGE,6.76,0
0.08,C,60000,RENT,13.49,0
0.09,D,54000,RENT,17.27,1
0.18,A,45000,MORTGAGE,7.51,0
0.08,D,60000,RENT,16.49,0
0.08,C,60000,RENT,13.99,0
0.09,A,45000,MORTGAGE,7.14,0
0.08,A,60000,RENT,6.99,0
0.08,A,60000,RENT,8.49,0
0.08,B,60000,RENT,10.99,0
0.08,A,60000,RENT,,0
0.22,A,45000,MORTGAGE,7.51,0
0.08,A,60000,RENT,6.91,0
0.08,D,60000,RENT,15.57,0
0.07,B,45000,MORTGAGE,10.99,0
0.09,A,54000,RENT,6.54,1
0.08,A,60000,RENT,7.14,0
0.08,C,60000,RENT,13.98,0
0.41,C,39000,MORTGAGE,14.22,1
0.32,C,45000,MORTGAGE,13.48,0
0.08,C,60000,RENT,14.22,0
0.23,B,45000,OWN,10.25,0
0.09,E,54000,RENT,16.35,1
0.09,C,54000,RENT,12.84,1
0.11,C,45000,MORTGAGE,13.48,0
0.08,A,60996,RENT,,0
0.08,B,61000,RENT,9.99,0
0.29,B,45000,MORTGAGE,10.62,0
0.03,B,45000,MORTGAGE,11.36,0
0.08,A,61000,RENT,7.66,0
0.08,A,62000,RENT,7.49,0
0.08,A,62000,RENT,,0
0.08,B,62400,RENT,12.69,0
0.08,A,62400,RENT,7.51,0
0.08,B,63000,RENT,10.74,0
0.08,C,63000,RENT,13.23,0
0.08,A,63000,RENT,7.74,0
0.32,B,45000,MORTGAGE,11.48,0
0.08,A,63000,RENT,9.32,0
0.08,B,63800,RENT,9.99,0
0.08,D,64000,RENT,15.33,0
0.13,B,45000,MORTGAGE,11.83,0
0.08,B,64151,RENT,11.86,0
0.08,A,64424,RENT,6.03,0
0.09,C,45000,MORTGAGE,13.92,0
0.08,A,64600,RENT,7.9,0
0.22,C,45000,OWN,12.87,0
0.07,A,45000,MORTGAGE,7.05,0
0.08,A,65000,RENT,5.99,0
0.08,B,65000,RENT,11.49,0
0.08,D,59000,RENT,15.62,1
0.09,B,45000,MORTGAGE,11.83,0
0.09,A,45000,MORTGAGE,8.59,0
0.16,A,45000,MORTGAGE,8.94,0
0.41,C,39000,MORTGAGE,14.26,1
0.13,A,45000,MORTGAGE,7.74,0
0.08,A,65000,RENT,5.42,0
0.32,B,45000,MORTGAGE,11.83,0
0.08,C,65000,RENT,13.98,0
0.18,B,45000,MORTGAGE,12.53,0
0.08,C,59000,RENT,14.22,1
0.07,A,45000,MORTGAGE,7.74,0
0.03,A,45000,MORTGAGE,7.05,0
0.22,B,45000,MORTGAGE,11.48,0
0.08,B,65000,RENT,10.25,0
0.08,C,65000,RENT,13.47,0
0.08,B,59004,RENT,11.11,1
0.18,C,45000,OWN,12.84,0
0.06,C,45000,MORTGAGE,,0
0.21,D,39000,MORTGAGE,14.11,1
0.22,B,45000,MORTGAGE,12.21,0
0.16,A,45000,OWN,9.63,0
0.11,A,45000,MORTGAGE,8.0,0
0.08,B,66000,RENT,10.39,0
0.27,B,45000,MORTGAGE,,0
0.2,B,45000,MORTGAGE,11.89,0
0.1,B,45000,MORTGAGE,,0
0.31,D,39000,MORTGAGE,14.11,1
0.07,B,67200,RENT,,0
0.07,A,67500,RENT,7.74,0
0.07,B,67500,RENT,12.18,0
0.38,B,45000,MORTGAGE,11.89,0
0.07,B,67596,RENT,11.86,0
0.08,A,45000,MORTGAGE,,0
0.37,C,45000,MORTGAGE,12.53,0
0.17,C,45000,MORTGAGE,12.53,0
0.07,B,68000,RENT,9.99,0
0.07,B,68648,RENT,10.99,0
0.08,D,63900,RENT,15.99,1
0.07,B,69996,RENT,10.38,0
0.07,B,70000,RENT,11.71,0
0.07,D,70000,RENT,,0
0.08,D,54400,RENT,16.49,1
0.14,D,45000,OWN,,0
0.07,E,70000,RENT,17.39,0
0.07,B,70500,RENT,11.14,0
0.07,B,71000,RENT,,0
0.08,D,55488,RENT,15.21,1
0.07,C,71400,RENT,12.99,0
0.13,F,39000,MORTGAGE,18.21,1
0.07,A,72000,RENT,7.49,0
0.16,A,45000,MORTGAGE,9.32,0
0.07,B,72000,RENT,11.49,0
0.13,D,39000,MORTGAGE,13.67,1
0.07,D,72000,RENT,,0
0.07,A,72000,RENT,,0
0.18,B,45000,MORTGAGE,10.51,0
0.07,C,56950,RENT,13.92,1
0.07,B,73000,RENT,9.01,0
0.07,C,73500,RENT,12.99,0
0.07,A,74000,RENT,,0
0.07,B,74500,RENT,11.36,0
0.07,B,75000,RENT,,0
0.17,A,45000,OTHER,8.32,0
0.17,A,45000,MORTGAGE,8.0,0
0.07,A,69000,RENT,7.49,1
0.07,A,75000,RENT,7.49,0
0.07,B,75000,RENT,11.49,0
0.07,B,75000,RENT,10.99,0
0.16,C,45000,OWN,,0
0.64,F,39000,OWN,16.08,1
0.47,B,45000,OWN,9.76,0
0.07,A,75000,RENT,5.79,0
0.2,C,45000,OWN,11.03,0
0.17,B,45000,MORTGAGE,10.39,0
0.07,C,75000,RENT,11.78,0
0.14,C,45000,OWN,10.28,0
0.07,A,76000,RENT,7.9,0
0.07,A,76000,RENT,8.9,0
0.07,A,76344,RENT,9.63,0
0.2,A,45149,MORTGAGE,5.79,0
0.07,C,76500,RENT,12.53,0
0.06,A,78000,RENT,7.66,0
0.26,B,45192,MORTGAGE,10.74,0
0.06,A,78300,RENT,7.74,0
0.1,D,39200,MORTGAGE,15.05,1
0.06,B,80000,RENT,12.42,0
0.11,B,45204,MORTGAGE,12.21,0
0.07,C,74000,RENT,15.27,1
0.07,C,74000,RENT,13.49,1
0.45,B,45288,MORTGAGE,9.25,0
0.08,A,39292,MORTGAGE,,1
0.06,A,80000,RENT,5.42,0
0.12,D,45300,MORTGAGE,15.37,0
0.07,D,62900,RENT,14.84,1
0.07,C,39325,MORTGAGE,12.87,1
0.22,A,45336,MORTGAGE,5.99,0
0.06,A,81000,RENT,5.42,0
0.13,A,45378,MORTGAGE,5.79,0
0.11,B,45432,MORTGAGE,9.88,0
0.06,E,83100,RENT,16.35,0
0.06,C,84996,RENT,12.23,0
0.07,D,73000,RENT,15.31,1
0.31,C,45500,OWN,14.72,0
0.39,D,39500,MORTGAGE,15.05,1
0.06,B,85000,RENT,11.58,0
0.13,A,45600,MORTGAGE,6.03,0
0.31,A,45600,OWN,7.9,0
0.06,B,85272,RENT,11.11,0
0.26,C,45600,MORTGAGE,14.65,0
0.22,C,45600,MORTGAGE,15.27,0
0.06,B,88000,RENT,10.99,0
0.07,B,45600,MORTGAGE,11.49,0
0.22,C,45600,MORTGAGE,16.11,0
0.29,C,45600,MORTGAGE,12.99,0
0.07,E,76000,RENT,17.19,1
0.06,D,90000,RENT,16.77,0
0.06,A,78000,RENT,6.62,1
0.06,C,90000,RENT,15.96,0
0.06,B,90000,RENT,10.59,0
0.06,B,90000,RENT,9.99,0
0.16,A,45600,MORTGAGE,6.91,0
0.33,A,45600,MORTGAGE,5.79,0
0.16,A,39600,MORTGAGE,6.91,1
0.06,D,90000,RENT,14.96,0
0.04,B,45600,MORTGAGE,10.36,0
0.02,B,45600,OWN,9.62,0
0.06,D,80000,RENT,14.96,1
0.05,D,94000,RENT,16.02,0
0.21,B,45600,MORTGAGE,10.38,0
0.05,A,95004,RENT,9.63,0
0.04,C,45600,OWN,13.48,0
0.05,E,97500,RENT,18.39,0
0.04,A,45600,MORTGAGE,7.88,0
0.06,D,86004,RENT,14.84,1
0.12,C,39600,MORTGAGE,10.28,1
0.24,A,45608,OWN,6.62,0
0.15,A,45673,MORTGAGE,7.88,0
0.15,A,45691,MORTGAGE,7.14,0
0.36,B,39696,MORTGAGE,12.42,1
0.05,A,100000,RENT,6.03,0
0.05,A,100000,RENT,8.49,0
0.05,A,100000,RENT,,0
0.24,B,45843,OWN,11.71,0
0.06,D,39868,MORTGAGE,16.02,1
0.05,E,102240,RENT,19.03,0
0.23,A,39896,MORTGAGE,9.63,1
0.14,A,45900,MORTGAGE,8.59,0
0.05,A,103992,RENT,7.88,0
0.25,C,45900,MORTGAGE,13.79,0
0.05,A,106000,RENT,7.88,0
0.23,B,45975,MORTGAGE,,0
0.05,B,106000,RENT,,0
0.22,A,45992,MORTGAGE,5.42,0
0.04,D,39996,MORTGAGE,,1
0.05,F,80155,RENT,,1
0.05,B,108000,RENT,12.69,0
0.08,A,45996,OWN,,0
0.22,A,45996,OWN,5.79,0
0.05,A,108000,RENT,7.66,0
0.2,A,45996,OWN,,0
0.18,C,45996,MORTGAGE,,0
0.05,B,110000,RENT,9.99,0
0.04,B,111460,RENT,11.71,0
0.04,B,112000,RENT,10.25,0
0.54,B,45996,OWN,12.18,0
0.04,A,115000,RENT,8.9,0
0.05,D,88400,RENT,,1
0.04,D,116300,RENT,14.96,0
0.04,A,120000,RENT,,0
0.22,C,45996,OWN,13.16,0
0.04,A,120000,RENT,7.68,0
0.04,C,120000,RENT,13.79,0
0.04,D,114000,RENT,15.31,1
0.04,B,135000,RENT,11.36,0
0.04,B,137481,RENT,10.99,0
0.22,B,46000,MORTGAGE,12.42,0
0.11,A,46000,MORTGAGE,6.62,0
0.03,B,150000,RENT,10.65,0
0.03,B,150000,RENT,,0
0.04,D,138000,RENT,14.91,1
0.04,C,117300,RENT,13.23,1
0.03,D,159996,RENT,14.11,0
0.24,B,46000,MORTGAGE,12.69,0
0.24,B,21600,RENT,11.86,1
0.22,C,24000,RENT,13.49,0
0.21,C,25000,RENT,12.53,0
0.05,C,46000,MORTGAGE,12.99,0
0.07,A,46000,MORTGAGE,5.42,0
0.2,B,26000,RENT,12.53,0
0.17,C,30000,RENT,15.96,0
0.33,A,46000,MORTGAGE,6.99,0
0.17,E,30000,RENT,17.19,1
0.16,C,32160,RENT,14.65,0
0.15,C,35000,RENT,13.92,0
0.14,B,36850,RENT,12.42,0
0.14,B,38000,RENT,10.74,0
0.14,A,38000,RENT,7.88,0
0.13,C,46000,MORTGAGE,12.68,0
0.22,A,24000,RENT,7.66,1
0.04,A,46000,MORTGAGE,7.66,0
0.09,B,46000,MORTGAGE,10.37,0
0.12,B,45000,RENT,10.39,0
0.09,C,57600,RENT,13.49,0
0.22,B,46000,MORTGAGE,10.36,0
0.23,A,23340,RENT,7.9,0
0.21,C,24996,RENT,15.23,0
0.22,B,46000,MORTGAGE,9.99,0
0.2,A,26400,RENT,8.49,0
0.07,A,46000,MORTGAGE,7.88,0
0.18,C,28800,RENT,15.27,0
0.18,C,30000,RENT,15.27,0
0.18,E,30000,RENT,17.99,1
0.18,D,30000,RENT,15.28,1
0.51,B,46000,MORTGAGE,10.25,0
0.11,A,47000,RENT,7.66,0
0.11,D,50004,RENT,14.42,0
0.08,A,65000,RENT,6.62,0
0.38,B,40000,MORTGAGE,11.36,1
0.24,B,22000,RENT,12.42,1
0.17,C,32000,RENT,14.27,0
0.17,B,46000,OWN,11.48,0
0.22,B,24000,RENT,10.99,0
0.21,C,26000,RENT,13.47,0
0.3,D,18000,RENT,15.99,1
0.3,C,18000,RENT,15.23,1
0.19,C,46000,MORTGAGE,,0
0.13,A,46000,MORTGAGE,7.68,0
0.25,C,21600,RENT,,0
0.23,B,24000,RENT,11.49,0
0.21,D,25300,RENT,16.02,1
0.22,D,46000,OWN,14.74,0
0.2,B,26400,RENT,10.38,0
0.09,D,46002,MORTGAGE,,0
0.18,B,30000,RENT,10.0,0
0.17,D,32000,RENT,16.29,1
0.16,A,33600,RENT,,0
0.15,B,35000,RENT,10.59,0
0.2,D,46113,MORTGAGE,15.99,0
0.22,C,46116,MORTGAGE,11.03,0
0.03,A,46144,MORTGAGE,7.49,0
0.15,C,35000,RENT,12.84,0
0.15,A,36000,RENT,8.9,0
0.12,A,45000,RENT,7.29,0
0.1,A,54000,RENT,7.88,0
0.1,B,55000,RENT,11.99,0
0.08,A,46325,MORTGAGE,7.68,0
0.09,A,57500,RENT,5.42,0
0.21,B,46350,MORTGAGE,10.0,0
0.32,C,46394,MORTGAGE,13.47,0
0.09,A,60000,RENT,7.49,0
0.09,D,63000,RENT,14.54,0
0.22,A,46450,MORTGAGE,5.42,0
0.32,B,46464,MORTGAGE,12.21,0
0.09,D,58617,RENT,15.21,1
0.28,A,46500,MORTGAGE,7.29,0
0.08,E,69108,RENT,15.95,1
0.05,C,112000,RENT,15.27,0
0.24,B,22718,RENT,11.99,0
0.13,D,46500,OWN,,0
0.09,B,46500,MORTGAGE,10.62,0
0.21,B,40500,MORTGAGE,10.99,1
0.03,D,46500,MORTGAGE,14.96,0
0.07,A,83004,RENT,7.9,0
0.34,C,46500,MORTGAGE,12.53,0
0.26,B,46500,MORTGAGE,12.21,0
0.32,B,46551,MORTGAGE,10.62,0
0.46,B,12000,RENT,10.36,1
0.38,B,14400,RENT,11.48,1
0.36,C,15192,RENT,13.11,1
0.36,A,15436,RENT,7.88,1
0.31,B,18000,RENT,11.71,1
0.29,E,19136,RENT,17.93,1
0.32,D,46776,OWN,13.24,0
0.17,E,40800,OWN,19.03,1
0.27,B,46800,MORTGAGE,12.42,0
0.11,A,46800,MORTGAGE,6.99,0
0.27,D,20400,RENT,,0
0.26,A,46800,MORTGAGE,6.99,0
0.25,B,21600,RENT,9.25,0
0.13,D,46800,MORTGAGE,14.91,0
0.19,C,46800,OWN,,0
0.08,A,46800,MORTGAGE,7.14,0
0.25,D,21700,RENT,14.91,1
0.25,C,22000,RENT,13.04,0
0.24,A,23000,RENT,6.54,0
0.11,A,46800,MORTGAGE,7.51,0
0.24,A,23004,RENT,5.79,0
0.25,A,46800,OWN,7.51,0
0.23,C,24000,RENT,14.27,0
0.13,C,46800,MORTGAGE,14.22,0
0.23,C,24000,RENT,13.99,0
0.23,B,24000,RENT,10.99,0
0.28,A,46800,MORTGAGE,8.59,0
0.22,A,25000,RENT,9.32,0
0.22,A,25200,RENT,7.9,0
0.21,C,26400,RENT,13.72,0
0.15,A,46932,OWN,5.79,0
0.23,C,46976,OWN,14.26,0
0.21,D,26784,RENT,14.74,1
0.2,C,27996,RENT,12.53,0
0.2,C,47000,MORTGAGE,15.96,0
0.19,B,28800,RENT,9.76,0
0.18,B,30000,RENT,11.86,0
0.18,B,30000,RENT,12.53,0
0.17,A,41000,MORTGAGE,7.9,1
0.18,A,30000,RENT,8.0,0
0.26,C,47000,MORTGAGE,13.49,0
0.15,A,47000,OWN,7.51,0
0.17,B,33000,RENT,11.11,0
0.17,E,33000,RENT,,1
0.06,B,47000,MORTGAGE,12.69,0
0.14,A,47000,MORTGAGE,7.9,0
0.23,C,47000,MORTGAGE,15.96,0
0.17,D,33000,RENT,14.54,0
0.17,B,47000,MORTGAGE,10.65,0
0.17,B,33280,RENT,,0
0.16,B,33600,RENT,,0
0.09,A,47000,OWN,6.62,0
0.11,A,47000,MORTGAGE,8.9,0
0.16,D,33900,RENT,17.58,0
0.16,C,33996,RENT,13.47,0
0.16,D,34000,RENT,16.89,0
0.16,C,34000,RENT,13.11,0
0.27,A,47000,OWN,8.49,0
0.22,B,47000,MORTGAGE,11.49,0
0.15,B,36000,RENT,10.65,0
0.15,E,36000,RENT,17.14,0
0.15,A,36500,RENT,7.51,0
0.15,B,37000,RENT,9.2,0
0.14,A,38400,RENT,6.92,0
0.13,A,47000,MORTGAGE,5.99,0
0.14,A,38500,RENT,7.74,0
0.06,A,47000,OWN,5.42,0
0.14,B,40000,RENT,,0
0.32,B,47000,MORTGAGE,10.74,0
0.32,A,47000,MORTGAGE,7.66,0
0.14,C,40440,RENT,12.73,0
0.29,C,47000,MORTGAGE,12.68,0
0.06,A,47000,MORTGAGE,5.79,0
0.15,D,37000,RENT,15.31,1
0.13,B,43000,RENT,11.89,0
0.15,D,37004,RENT,15.05,1
0.12,C,44400,RENT,12.73,0
0.32,A,47000,MORTGAGE,7.66,0
0.13,B,47000,OWN,11.11,0
0.13,A,47000,MORTGAGE,7.66,0
0.12,B,45000,RENT,10.38,0
0.11,B,48000,RENT,11.49,0
0.11,A,48000,RENT,7.49,0
0.11,B,48880,RENT,10.99,0
0.13,D,44000,RENT,15.28,1
0.18,B,47000,MORTGAGE,,0
0.11,A,50000,RENT,7.14,0
0.15,A,47000,OWN,7.51,0
0.15,A,47000,MORTGAGE,7.14,0
0.16,A,47000,MORTGAGE,7.51,0
0.12,D,44052,RENT,,1
0.1,A,54000,RENT,8.94,0
0.1,A,54000,RENT,8.07,0
0.1,B,55000,RENT,11.71,0
0.1,A,56000,RENT,9.38,0
0.19,A,47000,MORTGAGE,8.94,0
0.11,C,51000,RENT,13.49,1
0.1,B,57000,RENT,10.99,0
0.11,B,51600,RENT,11.99,1
0.09,A,59000,RENT,5.42,0
0.24,C,41000,MORTGAGE,13.57,1
0.09,A,60000,RENT,7.88,0
0.21,C,47000,MORTGAGE,13.79,0
0.26,B,47000,MORTGAGE,12.21,0
0.12,C,41000,MORTGAGE,11.78,1
0.09,D,62000,RENT,17.49,0
0.09,B,62400,RENT,9.76,0
0.16,B,41000,MORTGAGE,10.71,1
0.09,C,62472,RENT,12.73,0
0.09,B,64000,RENT,10.75,0
0.08,B,72000,RENT,9.91,0
0.08,B,72996,RENT,11.49,0
0.07,C,73700,RENT,14.65,0
0.06,B,90000,RENT,11.36,0
0.21,A,47091,MORTGAGE,,0
0.08,B,47100,MORTGAGE,11.49,0
0.23,B,47110,MORTGAGE,10.99,0
0.25,C,22000,RENT,12.41,1
0.23,C,24000,RENT,12.53,0
0.18,B,31000,RENT,11.36,1
0.12,A,47004,RENT,7.49,0
0.15,C,47200,MORTGAGE,13.23,0
0.27,A,20485,RENT,7.9,0
0.21,B,47211,OWN,11.83,0
0.19,A,28800,RENT,6.62,0
0.28,B,41244,MORTGAGE,11.58,1
0.39,D,14400,RENT,14.59,1
0.31,F,18000,RENT,18.09,1
0.13,B,47300,MORTGAGE,12.69,0
0.2,A,47300,MORTGAGE,8.49,0
0.29,A,19200,RENT,8.9,1
0.28,A,19800,RENT,5.79,1
0.28,B,20000,RENT,10.75,0
0.14,A,47412,MORTGAGE,8.59,0
0.42,B,47472,MORTGAGE,11.83,0
0.23,C,24000,RENT,12.73,0
0.11,B,47484,MORTGAGE,10.62,0
0.22,B,25000,RENT,11.11,0
0.22,A,25000,RENT,7.29,0
0.22,A,26000,RENT,8.0,0
0.25,B,47500,MORTGAGE,9.91,0
0.13,A,47500,MORTGAGE,7.9,0
0.2,D,28000,RENT,14.12,1
0.29,B,47500,MORTGAGE,11.71,0
0.19,D,30000,RENT,14.46,1
0.19,C,30000,RENT,13.61,0
0.19,B,30000,RENT,,0
0.19,C,30000,RENT,,1
0.18,A,30996,RENT,7.49,0
0.15,A,47500,MORTGAGE,7.74,0
0.17,A,32000,RENT,7.9,0
0.17,B,33600,RENT,9.25,0
0.26,B,47540,MORTGAGE,10.62,0
0.08,A,47580,MORTGAGE,6.62,0
0.29,A,47580,MORTGAGE,6.03,0
0.19,C,29004,RENT,13.79,1
0.16,A,36000,RENT,7.9,0
0.43,C,41682,MORTGAGE,13.22,1
0.26,A,47700,MORTGAGE,7.9,0
0.15,B,36276,RENT,9.99,0
0.15,A,38000,RENT,6.62,0
0.09,A,47748,MORTGAGE,6.39,0
0.15,A,38000,RENT,,0
0.31,A,47760,MORTGAGE,6.03,0
0.03,C,47800,MORTGAGE,13.43,0
0.31,B,47800,MORTGAGE,11.86,0
0.17,C,33000,RENT,13.23,1
0.14,B,40000,RENT,,0
0.14,C,40000,RENT,13.8,0
0.14,D,40000,RENT,14.61,0
0.14,D,40800,RENT,16.77,0
0.14,C,41000,RENT,15.96,0
0.13,A,42000,RENT,7.49,0
0.31,B,47940,MORTGAGE,,0
0.31,A,47952,MORTGAGE,6.17,0
0.13,B,43860,RENT,9.63,0
0.23,C,48000,MORTGAGE,13.49,0
0.14,D,39000,RENT,14.96,1
0.15,B,48000,MORTGAGE,10.65,0
0.05,C,48000,OWN,15.27,0
0.12,B,47700,RENT,9.99,0
0.12,B,48000,RENT,11.14,0
0.12,B,48000,RENT,10.62,0
0.11,B,50000,RENT,11.49,0
0.11,B,50000,RENT,,0
0.11,C,50000,RENT,11.03,0
0.11,B,50004,RENT,10.59,0
0.11,A,51000,RENT,7.49,0
0.11,A,52000,RENT,7.29,0
0.08,A,42000,MORTGAGE,7.9,1
0.11,A,52800,RENT,7.29,0
0.1,B,54000,RENT,10.59,0
0.21,B,48000,MORTGAGE,10.65,0
0.1,B,54000,RENT,9.63,0
0.05,B,48000,OWN,12.69,0
0.1,A,55692,RENT,6.62,0
0.1,A,56000,RENT,6.03,0
0.1,A,56000,RENT,8.59,0
0.1,A,56000,RENT,8.32,0
0.49,C,48000,MORTGAGE,13.49,0
0.1,B,56880,RENT,,0
0.25,A,48000,OWN,6.03,0
0.09,B,60000,RENT,10.65,0
0.09,A,60000,RENT,7.29,0
0.09,B,60000,RENT,9.25,0
0.09,B,62000,RENT,9.99,0
0.21,A,48000,MORTGAGE,,0
0.03,D,48000,OWN,16.29,0
0.09,A,63000,RENT,8.49,0
0.31,A,48000,MORTGAGE,,0
0.06,B,48000,MORTGAGE,,0
0.09,D,60500,RENT,14.91,1
0.08,C,68515,RENT,12.61,0
0.04,B,48000,MORTGAGE,12.69,0
0.17,A,48000,MORTGAGE,,0
0.08,B,69000,RENT,9.99,0
0.1,A,48000,MORTGAGE,6.03,0
0.05,B,48000,MORTGAGE,11.71,0
0.08,C,69996,RENT,13.11,0
0.08,A,70000,RENT,7.9,0
0.42,B,48000,OWN,11.71,0
0.29,C,48000,MORTGAGE,13.49,0
0.08,B,70000,RENT,11.14,0
0.08,B,72000,RENT,11.12,0
0.22,A,48000,MORTGAGE,7.51,0
0.21,B,48000,MORTGAGE,10.65,0
0.13,B,48000,OWN,10.65,0
0.08,D,58650,RENT,14.84,1
0.07,B,79000,RENT,11.12,0
0.07,A,81600,RENT,5.99,0
0.45,A,42000,MORTGAGE,6.99,1
0.06,A,89610,RENT,6.54,0
0.31,B,48000,OWN,,0
0.05,A,48000,OWN,5.42,0
0.05,B,102552,RENT,9.99,0
0.23,C,25000,RENT,12.68,0
0.07,A,48000,MORTGAGE,5.42,0
0.16,C,36000,RENT,,0
0.11,B,51000,RENT,9.91,0
0.04,B,48000,MORTGAGE,10.99,0
0.03,C,48000,MORTGAGE,14.79,0
0.09,A,48000,MORTGAGE,5.99,0
0.08,C,67200,RENT,13.47,0
0.09,A,66500,RENT,,0
0.25,C,48000,MORTGAGE,,0
0.5,A,11476,RENT,7.49,1
0.16,C,35000,RENT,12.99,0
0.15,A,37000,RENT,5.42,0
0.27,B,48000,MORTGAGE,10.99,0
0.12,A,46000,RENT,7.66,0
0.1,A,48000,MORTGAGE,8.49,0
0.11,B,52500,RENT,11.12,0
0.34,A,17000,RENT,8.9,1
0.17,B,34000,RENT,10.75,0
0.21,A,48000,MORTGAGE,7.49,0
0.2,B,42000,MORTGAGE,,1
0.13,A,45900,RENT,8.94,0
0.08,A,70000,RENT,8.0,0
0.21,C,48000,MORTGAGE,13.49,0
0.07,A,85000,RENT,7.29,0
0.06,A,95000,RENT,,0
0.09,A,48000,OWN,5.99,0
0.04,B,147750,RENT,9.99,0
0.19,A,30900,RENT,9.63,1
0.06,B,48000,MORTGAGE,11.99,0
0.05,A,120000,RENT,6.17,0
0.32,C,18000,RENT,14.72,1
0.07,A,48000,MORTGAGE,6.99,0
0.28,A,20400,RENT,8.94,0
0.23,B,25000,RENT,9.91,0
0.09,B,48000,MORTGAGE,11.99,0
0.1,C,48000,MORTGAGE,13.99,0
0.21,B,27000,RENT,10.65,0
0.21,C,27252,RENT,13.06,0
0.08,A,48000,MORTGAGE,5.42,0
0.17,A,35020,RENT,8.32,0
0.1,A,48000,OWN,8.49,0
0.14,A,41300,RENT,7.43,0
0.1,A,48000,MORTGAGE,5.99,0
0.07,A,48000,MORTGAGE,5.99,0
0.02,C,48000,MORTGAGE,13.49,0
0.13,A,45000,RENT,7.88,0
0.17,B,48000,MORTGAGE,10.59,0
0.04,C,42000,MORTGAGE,12.99,1
0.04,A,144000,RENT,7.29,0
0.07,C,48000,OWN,13.49,0
0.49,A,12000,RENT,6.62,1
0.23,C,25000,RENT,14.27,0
0.22,C,26000,RENT,14.27,0
0.25,A,42000,MORTGAGE,7.66,1
0.12,B,50000,RENT,10.65,0
0.08,B,48000,MORTGAGE,9.63,0
0.15,B,48000,OWN,10.74,0
0.08,A,48000,MORTGAGE,5.42,0
0.1,A,60000,RENT,7.49,0
0.1,B,48000,MORTGAGE,10.74,0
0.31,D,19200,RENT,14.11,1
0.15,B,40000,RENT,12.69,0
0.12,C,49680,RENT,12.99,0
0.1,D,56000,RENT,14.54,0
0.41,B,14400,RENT,12.42,1
0.26,A,23000,RENT,9.63,0
0.2,A,30000,RENT,7.88,0
0.16,B,36800,RENT,10.71,0
0.17,B,34000,RENT,11.11,1
0.3,C,20124,RENT,13.49,0
0.31,C,48000,OWN,13.06,0
0.2,A,29376,RENT,7.66,0
0.29,A,48000,MORTGAGE,,0
0.25,A,48000,MORTGAGE,7.29,0
0.09,A,48000,MORTGAGE,5.42,0
0.08,A,78000,RENT,7.29,0
0.13,D,46000,RENT,14.46,1
0.5,B,12000,RENT,8.88,1
0.45,A,13440,RENT,7.49,1
0.4,B,14880,RENT,10.0,1
0.4,A,15000,RENT,6.03,1
0.4,D,15000,RENT,14.59,1
0.38,B,16000,RENT,9.63,1
0.1,B,48000,MORTGAGE,9.99,0
0.36,D,16800,RENT,14.84,1
0.35,B,17376,RENT,10.99,1
0.21,A,48000,MORTGAGE,5.79,0
0.33,A,18000,RENT,6.62,1
0.25,B,48000,MORTGAGE,,0
0.33,B,18000,RENT,12.21,1
0.33,B,18000,RENT,,1
0.33,A,18200,RENT,7.66,1
0.32,D,18996,RENT,14.74,1
0.05,D,42000,MORTGAGE,15.2,1
0.07,A,48000,MORTGAGE,6.54,0
0.32,A,18996,RENT,,1
0.32,C,19000,RENT,10.59,1
0.08,B,48000,MORTGAGE,,0
0.31,B,19200,RENT,10.59,1
0.31,A,19200,RENT,7.14,1
0.31,B,19200,RENT,9.88,1
0.31,C,19200,RENT,13.11,1
0.14,A,48000,MORTGAGE,6.17,0
0.3,A,20000,RENT,7.14,0
0.35,A,48000,MORTGAGE,6.91,0
0.06,A,48000,OWN,5.79,0
0.29,B,20400,RENT,9.99,0
0.28,C,21300,RENT,15.96,0
0.05,B,48000,OWN,11.86,0
0.28,B,21600,RENT,10.59,0
0.28,D,21600,RENT,14.42,1
0.28,A,21640,RENT,6.62,0
0.28,C,21812,RENT,14.72,0
0.27,C,21996,RENT,13.47,0
0.2,B,48000,MORTGAGE,11.86,0
0.27,C,22600,RENT,12.23,0
0.26,B,22800,RENT,,0
0.26,C,22800,RENT,13.35,1
0.2,A,48000,MORTGAGE,7.51,0
0.26,C,22880,RENT,13.57,0
0.1,B,48000,MORTGAGE,,0
0.26,B,22884,RENT,11.49,0
0.26,B,23000,RENT,10.95,0
0.08,B,48000,MORTGAGE,11.86,0
0.26,A,23040,RENT,7.9,1
0.26,A,23198,RENT,8.0,0
0.25,B,23631,RENT,,0
0.25,B,24000,RENT,10.65,0
0.08,A,48000,MORTGAGE,7.14,0
0.25,A,24000,RENT,8.9,0
