loan_percent_income,loan_grade,person_income,person_home_ownership,loan_int_rate,loan_status
0.22,3,13000,0,15.21,1
0.21,3,13380,0,14.61,1
0.19,0,14400,0,6.54,1
0.22,0,32000,1,7.74,0
0.19,0,14800,0,8.0,1
0.19,3,15000,0,15.31,1
0.04,0,32000,1,7.68,0
0.18,0,15600,0,7.4,1
0.47,1,32000,1,11.58,0
0.13,3,20800,0,15.21,1
0.14,4,32000,2,16.0,0
0.13,2,21168,0,14.22,0
0.12,5,23000,0,21.74,1
0.12,1,23760,0,11.077177051964604,0
0.12,1,24000,0,11.49,1
0.25,2,32000,1,13.16,0
0.13,1,32000,1,11.58,0
0.08,0,32000,1,7.68,1
0.23,2,32000,1,11.077177051964604,0
0.11,2,26500,0,12.29,0
0.1,0,27000,0,7.51,1
0.04,1,32000,2,9.96,0
0.08,3,32000,1,12.8,1
0.1,1,28800,0,10.38,0
0.1,0,29376,0,7.43,0
0.09,2,30000,0,14.65,0
0.15,2,19200,0,15.27,0
0.22,0,32004,1,5.42,0
0.71,0,32004,1,6.17,0
0.06,3,45000,0,11.86,0
0.29,4,32004,2,17.19,0
0.03,0,90000,0,5.99,0
0.1,2,28000,0,15.23,0
0.08,2,36800,0,11.28,0
0.31,0,32004,1,7.51,0
0.04,0,66000,0,7.49,0
0.44,2,32004,1,12.73,0
0.15,0,19000,0,8.0,0
0.09,1,31200,0,9.91,0
0.09,3,31500,0,11.077177051964604,1
0.06,0,50000,0,8.0,0
0.11,1,27000,0,10.71,0
0.31,1,32004,1,10.83,0
0.21,0,32004,2,9.07,0
0.12,1,25000,0,9.96,0
0.06,0,49800,0,7.9,0
0.47,2,32112,1,13.98,0
0.3,0,10000,0,7.9,1
0.03,1,32198,1,10.95,0
0.25,0,12000,0,8.9,1
0.25,0,12000,0,7.88,1
0.23,2,13200,0,11.077177051964604,1
0.25,0,32268,2,8.0,0
0.21,0,14000,0,7.74,1
0.21,2,14400,0,13.43,1
0.03,2,32352,1,15.27,1
0.21,1,14400,0,9.63,1
0.19,1,32388,1,10.71,0
0.21,1,14400,0,11.077177051964604,1
0.2,1,15000,0,9.91,1
0.2,0,15000,0,7.51,1
0.13,1,32400,1,10.99,0
0.31,2,32400,1,13.99,0
0.15,0,32400,1,7.49,0
0.15,0,32400,1,7.29,0
0.11,0,32400,1,6.92,0
0.19,3,16080,0,16.29,1
0.31,0,32400,1,5.42,0
0.18,2,16320,0,13.92,1
0.17,2,17280,0,11.077177051964604,1
0.17,1,17400,0,11.83,1
0.17,1,17520,0,10.37,1
0.17,0,17916,0,6.0,1
0.17,1,18000,0,11.71,1
0.17,0,18000,0,7.9,1
0.17,0,32400,1,11.077177051964604,0
0.15,4,32400,1,16.0,1
0.17,2,18000,0,15.27,1
0.17,3,18000,0,15.99,1
0.17,2,18000,0,13.99,1
0.1,0,32450,1,6.99,0
0.17,1,18000,0,10.59,1
0.17,2,18000,0,13.06,1
0.17,1,18000,0,11.077177051964604,1
0.17,1,18000,0,11.86,1
0.38,0,32500,1,7.9,0
0.17,1,18008,0,9.7,1
0.08,0,32500,1,6.99,0
0.16,1,18864,0,10.99,1
0.45,1,32500,1,11.99,0
0.16,2,19000,0,13.06,1
0.16,2,19200,0,12.99,1
0.16,1,19200,0,9.99,1
0.2,2,32500,1,12.73,0
0.09,2,32500,1,13.22,0
0.11,0,32500,1,8.59,0
0.16,1,19200,0,10.99,1
0.16,4,19200,0,11.077177051964604,1
0.15,2,20000,0,13.11,0
0.15,1,20004,0,10.37,0
0.15,2,20004,0,11.077177051964604,0
0.14,1,20800,0,11.46,0
0.18,1,32760,1,10.59,0
0.14,1,21000,0,10.59,0
0.14,2,21000,0,12.68,0
0.14,2,21600,0,13.49,0
0.09,1,32900,1,9.99,0
0.5,0,32968,2,8.9,0
0.14,1,22000,0,10.33,0
0.13,0,22800,0,6.62,0
0.13,0,23000,0,5.79,0
0.13,0,23000,0,8.0,0
0.36,1,33000,2,9.91,0
0.1,0,30000,0,6.03,0
0.1,1,30000,0,11.077177051964604,0
0.1,4,30000,0,19.29,1
0.1,0,30000,0,7.49,0
0.27,1,33000,1,10.65,0
0.1,1,30000,0,10.37,0
0.1,0,30000,0,5.79,0
0.1,2,30000,0,12.98,0
0.1,3,30000,0,15.2,1
0.1,1,30000,0,9.62,0
0.1,2,30000,0,13.61,0
0.1,1,30000,0,11.12,0
0.1,3,30000,0,16.32,0
0.1,1,30000,0,11.86,0
0.1,2,30000,0,13.98,1
0.08,0,33000,2,6.03,0
0.24,0,33000,1,6.62,0
0.06,2,33000,1,14.27,1
0.1,1,30000,0,12.21,1
0.1,1,30000,0,11.89,0
0.09,1,33000,1,11.99,0
0.1,3,30960,0,15.62,0
0.15,0,33000,1,8.49,0
0.1,3,31131,0,13.36,1
0.31,0,33000,2,8.49,0
0.1,1,31200,0,11.86,0
0.1,1,31200,0,11.89,0
0.1,0,31356,0,7.68,0
0.25,3,33000,1,15.99,0
0.04,4,33000,1,19.29,0
0.24,0,33000,1,7.49,0
0.09,0,32000,0,8.94,0
0.09,2,32000,0,12.29,0
0.06,2,33000,1,13.49,1
0.09,0,32004,0,9.32,0
0.09,1,32400,0,10.0,0
0.09,4,32400,0,16.45,0
0.09,1,32640,0,10.75,0
0.09,0,33000,0,5.99,0
0.38,0,33000,1,7.29,0
0.09,1,33000,0,10.95,0
0.09,1,33189,0,11.12,0
0.09,1,34008,0,10.0,0
0.09,1,34500,0,11.83,0
0.1,0,29000,0,6.62,1
0.09,1,35000,0,11.077177051964604,0
0.09,2,35000,0,13.85,0
0.09,1,35000,0,10.01,0
0.1,3,29244,0,13.3,1
0.09,1,35256,0,10.74,0
0.08,1,36000,0,11.71,0
0.08,0,36000,0,7.29,0
0.08,0,36000,0,7.88,0
0.08,2,36000,0,13.92,0
0.09,2,33000,1,14.35,0
0.08,1,36600,0,9.33,0
0.08,1,37000,0,11.71,0
0.24,1,33000,1,9.88,0
0.08,0,37000,0,6.39,0
0.1,1,31000,0,11.077177051964604,1
0.08,2,38000,0,13.06,0
0.08,0,38000,0,7.05,0
0.08,2,38000,0,10.28,0
0.38,2,33000,1,14.26,0
0.25,0,33000,1,8.59,0
0.13,0,33000,1,8.0,0
0.08,4,38400,0,17.56,0
0.08,0,38748,0,7.29,0
0.12,2,33000,1,13.04,0
0.09,1,33000,0,11.49,1
0.08,2,39996,0,14.35,0
0.21,0,33000,1,7.43,0
0.37,1,33012,2,10.99,0
0.07,2,40000,0,13.49,0
0.07,1,40000,0,10.74,0
0.27,3,33098,1,16.29,1
0.07,0,40000,0,11.077177051964604,0
0.19,1,33168,1,9.63,0
0.07,1,40000,0,10.25,0
0.07,2,40000,0,14.22,0
0.08,4,37000,0,20.3,1
0.07,0,43000,0,8.49,0
0.08,1,37000,0,11.11,1
0.08,1,37000,0,10.75,1
0.07,2,43200,0,13.8,0
0.07,2,43200,0,13.72,0
0.07,0,43500,0,5.42,0
0.07,0,43500,0,8.0,0
0.34,2,33280,1,13.92,1
0.07,1,43949,0,11.49,0
0.07,1,44000,0,9.25,0
0.27,2,33300,2,13.57,0
0.15,0,33316,1,6.54,0
0.37,2,33321,2,13.11,0
0.18,1,33360,1,10.59,0
0.07,0,33360,1,7.14,0
0.07,0,45000,0,7.9,0
0.3,0,33390,1,11.077177051964604,0
0.07,0,45000,0,7.49,0
0.07,1,45000,0,9.99,0
0.07,1,45000,0,11.99,0
0.08,2,39000,0,11.077177051964604,1
0.08,3,39000,0,14.61,1
0.07,0,45000,0,11.077177051964604,0
0.07,0,45000,0,9.32,0
0.08,3,39327,0,13.67,1
0.13,0,33600,1,11.077177051964604,0
0.08,2,39996,0,11.077177051964604,1
0.21,0,33600,1,7.51,0
0.15,3,33600,2,18.25,0
0.07,0,33600,1,8.9,0
0.07,3,40000,0,17.27,1
0.06,0,46250,0,11.077177051964604,0
0.24,0,33600,1,6.99,0
0.06,0,47000,0,6.62,0
0.06,2,47208,0,13.92,0
0.29,0,33600,2,11.077177051964604,0
0.06,0,47500,0,6.76,0
0.12,2,33600,1,14.79,0
0.07,4,42000,0,11.077177051964604,1
0.36,0,33600,1,5.42,0
0.06,0,48000,0,11.077177051964604,0
0.06,2,48000,0,14.79,0
0.06,2,48000,0,13.47,0
0.06,1,48000,0,9.76,0
0.06,1,48000,0,10.14,0
0.36,1,33600,1,9.99,0
0.06,0,49800,0,7.88,0
0.06,0,50000,0,6.03,0
0.07,0,44000,0,7.49,1
0.06,0,50000,0,8.49,0
0.07,0,44000,0,7.66,1
0.06,0,50000,0,6.91,0
0.32,0,33600,1,7.88,0
0.07,1,44000,0,9.62,1
0.15,0,33600,1,7.14,0
0.06,2,50000,0,11.077177051964604,0
0.06,1,50000,0,9.88,0
0.06,1,50000,0,10.99,0
0.06,0,51000,0,8.9,0
0.06,1,51600,0,10.65,0
0.06,2,51600,0,12.68,0
0.06,1,51684,0,10.59,0
0.07,3,45996,0,15.62,1
0.06,1,51996,0,10.37,0
0.36,1,33640,1,10.65,0
0.06,0,52000,0,5.99,0
0.06,2,52000,0,12.99,0
0.15,2,33685,1,13.85,0
0.25,0,48600,0,11.077177051964604,0
0.25,0,48609,0,7.49,0
0.43,0,33800,1,7.88,0
0.25,1,48645,0,10.25,0
0.3,3,33800,1,15.31,0
0.38,3,33800,2,15.31,0
0.25,0,48672,0,7.42,0
0.24,2,49200,0,15.23,0
0.03,2,33990,1,10.59,1
0.24,0,49600,0,7.14,0
0.12,3,33996,1,14.91,0
0.24,3,50000,0,16.77,0
0.24,1,50000,0,11.077177051964604,0
0.15,1,33996,2,11.12,0
0.07,0,33996,1,7.88,1
0.29,3,33996,2,14.96,0
0.24,1,50000,0,11.71,0
0.24,1,50000,0,10.59,0
0.24,4,50000,0,17.14,0
0.27,2,44000,0,12.23,1
0.24,0,50000,0,6.54,0
0.27,1,44000,0,11.86,1
0.24,0,50000,0,7.51,0
0.24,0,50000,0,7.88,0
0.27,3,44000,0,11.077177051964604,1
0.24,2,50000,0,12.87,0
0.24,1,50004,0,10.0,0
0.27,3,44004,0,15.31,1
0.27,4,44004,0,16.0,1
0.24,2,50361,0,12.73,0
0.35,0,34000,1,6.03,0
0.24,1,50400,0,11.077177051964604,0
0.24,1,50500,0,11.58,0
0.29,1,34000,1,12.42,0
0.07,0,34000,1,6.03,0
0.29,0,34000,1,6.99,0
0.24,2,51000,0,12.99,0
0.26,1,45449,0,11.077177051964604,1
0.23,1,51996,0,12.21,0
0.23,0,52000,0,7.51,0
0.06,0,34000,1,7.66,1
0.23,1,52000,0,11.99,0
0.32,0,34000,2,7.29,0
0.15,0,34000,1,5.79,0
0.23,2,52000,0,13.61,0
0.18,0,34000,1,6.92,0
0.23,2,52000,0,13.57,0
0.18,0,34000,1,6.76,0
0.26,2,46800,0,13.11,1
0.21,0,34000,1,6.76,1
0.15,2,34000,1,14.35,0
0.26,3,47000,0,16.29,1
0.23,1,53000,0,11.11,0
0.23,3,53000,0,14.59,0
0.34,1,34000,1,10.99,0
0.23,2,53000,0,12.53,0
0.22,2,54000,0,11.077177051964604,0
0.22,1,54000,0,10.99,0
0.18,3,34000,1,15.7,1
0.22,0,54000,0,8.49,0
0.22,1,54000,0,11.36,0
0.25,2,48400,0,14.65,1
0.29,2,34000,1,12.87,0
0.22,1,54996,0,10.37,0
0.29,1,34000,1,12.18,0
0.22,0,54996,0,7.88,0
0.56,1,34000,1,11.48,0
0.22,0,54996,0,8.32,0
0.22,1,55000,0,12.42,0
0.18,3,34000,1,14.11,0
0.29,1,34000,1,11.26,0
0.22,1,55000,0,10.65,0
0.15,0,34000,1,9.63,0
0.22,1,55000,0,10.62,0
0.21,2,34000,1,11.28,0
0.24,3,49000,0,13.49,1
0.29,2,34000,2,11.077177051964604,0
0.22,2,55008,0,13.79,0
0.22,0,55032,0,9.63,0
0.04,1,34056,2,10.65,0
0.22,4,55555,0,11.077177051964604,0
0.21,0,56000,0,6.91,0
0.26,2,34174,1,13.47,0
0.16,0,34200,1,7.49,0
0.21,1,56000,0,10.75,0
0.21,1,56000,0,11.49,0
0.21,0,56000,0,8.94,0
0.21,2,56000,0,14.26,0
0.24,3,50100,0,14.74,1
0.21,1,56755,0,10.99,0
0.21,2,57000,0,11.077177051964604,0
0.21,1,57000,0,10.99,0
0.15,0,34348,1,7.9,0
0.24,4,51000,0,17.99,1
0.21,0,57000,0,7.29,0
0.24,0,51000,0,7.88,1
0.21,2,57000,0,13.11,0
0.21,0,57000,0,8.94,0
0.21,2,57720,0,12.87,0
0.23,2,51780,0,13.47,1
0.23,3,51840,0,15.95,1
0.19,0,34500,1,7.51,0
0.21,1,58000,0,9.91,0
0.21,1,58000,0,11.49,0
0.21,2,58000,0,13.11,0
0.23,1,52260,0,9.99,1
0.16,0,34515,1,7.68,0
0.2,1,59000,0,10.37,0
0.29,1,34560,1,10.59,0
0.06,1,52000,0,11.49,0
0.06,0,52000,0,11.077177051964604,0
0.06,1,52800,0,10.99,0
0.2,1,34600,1,12.69,0
0.12,0,34600,1,5.42,0
0.06,2,53000,0,13.99,0
0.06,3,53000,0,11.077177051964604,0
0.09,1,34662,1,10.75,1
0.06,0,54000,0,11.077177051964604,0
0.04,2,34800,1,13.49,0
0.06,0,54000,0,9.32,0
0.17,1,34800,1,11.49,0
0.15,0,34800,1,6.99,1
0.27,0,34800,1,5.99,0
0.05,0,55000,0,6.99,0
0.05,2,55000,0,12.68,0
0.06,2,49000,0,12.68,1
0.06,2,49000,0,12.23,1
0.05,2,55000,0,11.077177051964604,0
0.05,1,55000,0,9.88,0
0.05,0,55000,0,6.39,0
0.05,1,55500,0,10.59,0
0.11,1,34900,1,9.99,0
0.05,1,56000,0,12.69,0
0.06,2,50000,0,11.077177051964604,1
0.37,3,34977,1,16.0,0
0.17,1,34980,1,11.48,0
0.06,3,50160,0,14.42,1
0.64,5,34992,1,15.96,0
0.05,0,57000,0,5.42,0
0.23,1,35000,1,11.71,0
0.05,0,57000,0,7.88,0
0.34,1,35000,1,12.42,0
0.05,1,58000,0,11.83,0
0.05,1,58500,0,9.88,0
0.05,0,59000,0,7.14,0
0.05,0,59300,0,9.63,0
0.29,1,35000,2,11.077177051964604,0
0.14,1,35000,2,11.71,0
0.05,3,60000,0,17.58,0
0.05,2,60000,0,15.62,0
0.14,0,35000,2,6.03,0
0.43,2,35000,1,14.27,0
0.05,1,60000,0,10.0,0
0.05,0,60000,0,7.51,0
0.05,1,60000,0,10.25,0
0.2,1,35000,1,12.42,0
0.4,1,35000,2,11.077177051964604,0
0.05,1,60000,0,11.89,0
0.05,2,60996,0,12.22,0
0.24,1,35000,1,10.65,0
0.27,0,35000,1,6.03,0
0.05,0,55160,0,8.9,1
0.05,1,61200,0,12.42,0
0.14,2,35000,2,14.27,0
0.2,0,35000,1,11.077177051964604,0
0.05,1,62000,0,9.99,0
0.05,3,56500,0,14.84,1
0.05,3,57000,0,14.59,1
0.2,3,35000,2,16.29,0
0.21,0,35000,1,7.9,0
0.05,0,64000,0,11.077177051964604,0
0.05,0,58170,0,9.07,1
0.05,1,58800,0,10.36,1
0.05,2,58992,0,12.84,1
0.05,0,65000,0,8.49,0
0.29,0,35000,2,7.9,0
0.05,0,65000,0,6.99,0
0.23,1,35000,2,12.69,0
0.05,0,65000,0,5.79,0
0.05,3,65004,0,14.84,0
0.23,1,35000,1,12.69,0
0.05,2,65004,0,13.61,0
0.05,0,66000,0,5.99,0
0.05,2,60000,0,13.47,1
0.04,1,67000,0,10.99,0
0.23,1,35000,2,9.91,0
0.14,0,35000,1,7.9,0
0.04,1,67500,0,8.88,0
0.04,0,67500,0,9.32,0
0.04,2,68000,0,11.78,0
0.05,4,54400,0,19.42,1
0.04,2,70000,0,14.27,0
0.04,0,70000,0,7.29,0
0.05,3,64000,0,15.21,1
0.43,0,35000,1,7.49,0
0.17,0,35000,1,7.49,0
0.04,2,71000,0,14.65,0
0.04,1,71000,0,11.077177051964604,0
0.21,1,35000,1,10.59,0
0.04,1,72000,0,11.99,0
0.43,1,35000,1,11.077177051964604,0
0.04,0,72000,0,7.43,0
0.04,0,72054,0,7.29,0
0.04,1,73000,0,12.18,0
0.14,5,35000,1,21.36,0
0.04,1,74250,0,11.99,0
0.06,0,35000,1,5.42,0
0.21,3,29000,1,15.62,1
0.14,1,35000,1,10.99,0
0.04,0,75000,0,8.9,0
0.14,0,35000,1,5.42,0
0.04,0,75000,0,11.077177051964604,0
0.04,2,75000,0,11.077177051964604,0
0.11,0,35000,1,7.49,0
0.04,1,77200,0,9.63,0
0.04,0,77500,0,6.54,0
0.18,0,35000,2,11.077177051964604,0
0.04,3,78000,0,16.89,0
0.04,0,78000,0,6.99,0
0.04,4,78000,0,16.32,0
0.04,0,83000,0,9.63,0
0.04,0,84000,0,5.79,0
0.04,3,67147,0,16.02,1
0.1,1,35000,1,11.49,0
0.04,1,85000,0,10.99,0
0.04,0,85000,0,7.49,0
0.03,1,89523,0,10.25,0
0.16,0,35000,2,5.42,0
0.03,1,90000,0,11.077177051964604,0
0.29,1,35000,1,11.99,0
0.14,0,35000,1,5.99,0
0.03,2,100000,0,13.57,0
0.31,1,29000,1,11.077177051964604,1
0.03,1,100000,0,9.76,0
0.03,0,103000,0,7.88,0
0.03,0,110000,0,7.88,0
0.11,0,35000,2,7.29,0
0.03,2,110000,0,14.22,0
0.03,2,115154,0,14.27,0
0.02,0,120390,0,5.79,0
0.1,0,35000,1,6.92,0
0.16,1,35000,2,11.11,0
0.19,2,35000,2,13.43,0
0.02,2,125000,0,14.72,0
0.11,0,35000,1,7.29,0
0.02,1,125000,0,12.21,0
0.06,1,35000,1,10.37,0
0.02,0,142000,0,7.88,0
0.02,2,137400,0,13.06,1
0.02,1,180000,0,11.12,0
0.17,1,17436,0,11.49,1
0.1,2,35000,2,13.43,0
0.18,1,16800,0,9.91,1
0.21,1,35000,2,11.11,0
0.13,0,24000,0,7.49,0
0.26,1,12000,0,10.37,1
0.1,1,30000,0,10.59,0
0.23,0,35000,1,5.42,0
0.04,1,35000,1,9.63,0
0.07,1,44000,0,10.99,0
0.34,5,29000,2,18.62,1
0.15,1,20000,0,11.71,0
0.11,0,35000,1,6.54,0
0.15,2,20400,0,12.61,0
0.07,1,35000,1,9.25,0
0.21,1,15300,0,10.99,1
0.07,0,42000,0,5.79,0
0.23,0,35000,1,5.79,0
0.1,1,35000,2,9.99,0
0.41,0,29000,1,5.42,1
0.03,1,96000,0,6.0,0
0.11,0,28800,0,6.03,0
0.27,0,12000,0,5.99,1
0.22,1,35000,1,11.077177051964604,0
0.27,1,12000,0,11.49,1
0.21,1,15000,0,12.21,1
0.21,4,15600,0,17.93,1
0.2,0,16000,0,9.32,1
0.18,0,18000,0,8.49,1
0.1,2,35000,1,11.077177051964604,0
0.18,0,18000,0,11.077177051964604,1
0.21,0,29000,1,7.88,1
0.39,0,35000,1,7.51,0
0.17,3,18996,0,15.28,1
0.16,0,20000,0,7.14,0
0.16,4,20000,0,16.0,1
0.15,3,20800,0,14.84,0
0.15,1,22000,0,12.69,0
0.14,2,23040,0,14.79,0
0.23,1,35000,1,11.86,0
0.13,2,24000,0,13.57,0
0.17,0,35000,1,7.51,0
0.13,2,25000,0,13.11,1
0.12,1,27600,0,12.21,0
0.11,1,28000,0,10.59,0
0.11,0,30000,0,11.077177051964604,0
0.11,2,30000,0,13.99,0
0.11,1,30000,0,11.077177051964604,0
0.11,1,30000,0,11.14,0
0.11,0,30000,0,8.0,0
0.08,0,35000,1,11.077177051964604,0
0.1,1,31000,0,11.49,0
0.1,2,31200,0,13.49,0
0.1,1,31200,0,11.99,0
0.1,1,32000,0,10.2,0
0.1,0,33000,0,5.42,0
0.05,1,29000,1,11.077177051964604,1
0.11,3,29004,0,17.49,1
0.09,0,35000,1,6.76,0
0.11,3,30000,0,15.62,1
0.1,1,31000,0,10.37,1
0.09,2,37440,0,13.04,0
0.08,2,38400,0,13.49,0
0.1,2,33000,0,12.99,1
0.08,0,41745,0,9.63,0
0.08,0,42500,0,7.49,0
0.07,2,43200,0,14.35,0
0.07,0,44000,0,8.0,0
0.07,1,44568,0,11.077177051964604,0
0.07,0,45000,0,6.54,0
0.21,2,35000,1,13.92,0
0.07,0,45240,0,7.37,0
0.39,1,29000,1,11.14,1
0.08,3,42000,0,15.7,1
0.07,2,49200,0,13.48,0
0.06,1,51000,0,10.99,0
0.24,1,35000,1,12.18,0
0.07,5,48000,0,11.077177051964604,1
0.06,1,54731,0,11.83,0
0.43,5,35000,1,18.43,0
0.37,1,35000,3,11.83,1
0.06,0,55000,0,8.49,0
0.1,1,35000,1,11.48,0
0.06,2,58000,0,14.35,0
0.05,1,60000,0,11.71,0
0.06,3,54000,0,16.49,1
0.05,0,60000,0,7.14,0
0.05,1,61200,0,9.91,0
0.14,3,35000,1,14.42,0
0.05,1,65000,0,11.71,0
0.37,3,35000,1,14.74,0
0.05,2,59000,0,13.8,1
0.05,1,65004,0,9.99,0
0.04,2,72000,0,13.92,0
0.04,2,75000,0,10.28,0
0.1,4,35000,2,16.0,0
0.17,1,35000,1,12.21,0
0.04,2,78000,0,12.99,0
0.04,0,83000,0,6.99,0
0.04,1,78000,0,10.99,1
0.04,1,85000,0,10.25,0
0.04,3,78000,0,14.59,1
0.14,0,35000,1,7.68,0
0.26,1,29000,3,10.08,1
0.21,2,35000,1,11.34,0
0.32,2,10200,0,11.077177051964604,1
0.27,1,12000,0,9.99,1
0.02,0,35000,1,7.37,0
0.23,3,14400,0,16.29,1
0.2,1,16000,0,12.42,1
0.19,0,17004,0,6.91,1
0.18,2,18000,0,11.077177051964604,1
0.18,2,18000,0,13.22,1
0.15,3,35000,1,12.17,0
0.09,0,35004,2,7.9,0
0.16,2,20400,0,14.26,1
0.13,3,25000,0,13.67,0
0.26,1,35004,2,10.0,0
0.12,3,28000,0,14.59,1
0.2,0,35004,1,5.42,0
0.04,1,35004,2,9.62,0
0.11,0,30000,0,5.42,0
0.09,0,35000,0,6.54,0
0.08,0,39000,0,8.94,1
0.09,3,35004,2,15.58,0
0.26,4,29004,1,17.56,1
0.27,0,35004,1,7.88,0
0.23,3,35004,2,14.96,0
0.11,0,28956,0,8.49,0
0.29,0,35004,2,7.51,0
0.1,2,33000,0,12.99,0
0.1,3,33600,0,15.65,0
0.1,0,35004,1,8.0,0
0.05,2,66000,0,14.65,0
0.05,2,70000,0,11.077177051964604,0
0.04,1,90000,0,11.71,0
0.52,0,35004,3,9.63,1
0.09,1,37000,0,11.49,0
0.24,1,35004,1,10.39,0
0.11,2,30000,0,14.72,0
0.09,0,36000,0,7.9,0
0.04,0,77300,0,11.077177051964604,0
0.1,2,33000,0,13.49,0
0.31,1,11000,0,11.077177051964604,1
0.14,0,24290,0,7.51,0
0.12,0,28404,0,8.94,0
0.03,1,35138,1,11.077177051964604,0
0.12,3,29000,0,15.62,1
0.09,0,40000,0,6.92,0
0.07,5,51996,0,17.58,1
0.41,2,29280,1,11.66,1
0.06,0,35292,1,7.51,0
0.06,3,60000,0,11.077177051964604,0
0.04,0,80004,0,8.49,0
0.18,0,35352,1,5.42,0
0.3,1,29360,1,12.69,1
0.27,0,35360,1,5.99,0
0.03,1,114750,0,12.21,1
0.35,3,35360,1,15.31,0
0.28,0,35360,1,8.94,0
0.25,1,14000,0,12.69,1
0.14,1,25000,0,11.99,1
0.29,3,12000,0,15.65,1
0.16,0,35375,1,6.76,0
0.27,0,12996,0,8.59,1
0.26,1,13500,0,9.96,1
0.22,3,15600,0,16.07,1
0.41,1,29400,1,11.83,1
0.2,3,17280,0,11.077177051964604,1
0.41,0,29400,1,9.32,1
0.19,2,18000,0,13.48,1
0.19,2,18456,0,13.35,1
0.18,0,19000,0,7.88,1
0.17,2,20000,0,13.11,0
0.17,2,20000,0,10.28,0
0.25,0,35500,1,7.49,0
0.41,0,35500,1,11.077177051964604,0
0.17,0,20400,0,6.99,0
0.11,2,35500,1,12.53,0
0.08,2,35500,1,11.28,0
0.16,3,21600,0,11.077177051964604,1
0.16,0,21600,0,7.51,0
0.16,3,22292,0,16.49,1
0.2,0,29554,1,5.42,1
0.15,1,23000,0,10.37,0
0.28,2,35640,1,13.49,0
0.15,3,24000,0,15.65,1
0.24,0,35808,1,7.51,0
0.15,1,24000,0,10.71,0
0.14,1,24240,0,9.99,0
0.17,2,35900,1,15.27,0
0.13,0,26000,0,6.91,0
0.13,2,26400,0,15.27,0
0.13,0,26400,0,8.49,1
0.32,2,36000,1,13.49,0
0.13,1,27600,0,10.99,0
0.12,0,28800,0,11.077177051964604,0
0.31,1,36000,1,12.69,0
0.12,0,30000,0,7.9,0
0.12,0,30000,0,5.99,0
0.12,2,30000,0,14.22,1
0.12,2,30000,0,13.92,0
0.51,0,36000,1,7.9,0
0.12,1,30000,0,11.077177051964604,0
0.12,0,30000,0,11.077177051964604,0
0.11,0,31200,0,6.92,0
0.14,1,36000,1,9.91,0
0.11,1,33000,0,11.71,0
0.11,1,33000,0,10.25,0
0.1,2,34000,0,14.27,0
0.33,1,36000,1,11.71,0
0.14,0,36000,1,8.9,0
0.1,2,34200,0,12.84,0
0.1,0,35000,0,6.99,0
0.1,1,35000,0,9.62,0
0.16,0,36000,1,7.9,0
0.1,1,35000,0,11.58,0
0.1,2,35000,0,12.53,0
0.1,0,35100,0,5.79,0
0.1,1,35500,0,10.99,0
0.1,0,36000,0,6.62,0
0.03,1,36000,1,12.42,0
0.15,0,36000,1,11.077177051964604,0
0.12,1,30000,0,11.49,1
0.09,1,38000,0,10.59,0
0.14,0,36000,1,6.03,0
0.09,2,38400,0,13.99,0
0.09,1,39000,0,9.91,0
0.09,0,39336,0,5.42,0
0.09,0,40000,0,7.9,0
0.09,1,40000,0,11.99,0
0.09,2,40000,0,13.23,0
0.09,1,40000,0,11.077177051964604,0
0.1,3,36000,1,16.77,0
0.27,0,30000,1,6.62,1
0.09,1,41000,0,10.75,0
0.22,1,36000,2,10.65,0
0.08,0,42000,0,5.42,0
0.16,1,30000,1,10.65,1
0.08,1,42000,0,10.74,0
0.08,1,42000,0,10.37,0
0.2,0,36000,1,6.03,0
0.41,0,36000,1,6.62,0
0.08,0,42000,0,11.077177051964604,0
0.11,0,36000,1,11.077177051964604,0
0.08,2,42500,0,12.61,0
0.08,1,42500,0,11.86,0
0.03,1,36000,1,9.99,0
0.08,1,44000,0,12.69,0
0.08,1,45000,0,10.59,0
0.09,1,39000,0,11.86,1
0.08,1,45000,0,12.53,0
0.4,0,30000,1,5.99,1
0.07,1,47000,0,9.99,0
0.23,0,36000,2,5.99,0
0.33,3,30000,1,15.99,1
0.16,0,36000,1,7.49,0
0.19,0,36000,1,7.49,0
0.07,1,47496,0,12.69,0
0.07,2,48000,0,13.98,0
0.07,2,48000,0,13.16,0
0.06,1,36000,1,11.49,0
0.07,0,48562,0,8.0,0
0.07,1,50000,0,11.077177051964604,0
0.34,1,36000,1,11.077177051964604,0
0.07,0,50250,0,7.14,0
0.07,1,51996,0,9.62,0
0.31,1,36000,1,11.077177051964604,0
0.08,1,45996,0,12.21,1
0.07,0,52000,0,7.68,0
0.07,2,52692,0,12.23,0
0.39,2,36000,1,12.99,0
0.06,1,54084,0,9.25,0
0.08,0,36000,1,6.99,0
0.44,2,30000,1,13.99,1
0.06,1,55000,0,8.88,0
0.06,1,55000,0,9.99,0
0.06,2,56000,0,11.077177051964604,0
0.06,2,57000,0,12.61,0
0.07,3,51000,0,13.24,1
0.06,0,58000,0,8.59,0
0.06,0,59000,0,8.9,0
0.06,0,60000,0,5.42,0
0.17,0,36000,1,7.42,0
0.06,1,60000,0,11.86,0
0.18,0,36000,2,5.42,0
0.2,0,36000,1,5.42,0
0.11,0,36000,1,5.99,0
0.15,0,36000,1,7.49,0
0.06,3,56400,0,15.62,1
